Fecha,Agente,Tipo de ejercicio,Tipo de practica,Numero de practica,Sensor,Valor de Sensor,Tiempo,Musculo
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9524,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9552,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9581,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9609,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9638,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9667,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9695,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9724,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9753,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9781,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9809,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9837,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9867,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9895,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9925,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9953,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,9983,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10022,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10054,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10073,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10101,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10129,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10157,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10187,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10214,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10243,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10272,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10307,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10329,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10357,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10386,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10414,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10443,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10473,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10500,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10529,
4/5/2015,Alejandro,,Biceps,0,Mioelectrico,32,10557,
